stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
120_229_585,0.025528811086611754,0.04978662449840084,0.0817757009326688,0.03578732106302876,0.6619896481114216,0.7242495703142492,0.20893076607947564,0.2280163599182004,0.2180567342435513
120_229_586,0.017569546119929946,0.03453236991177527,0.05783132529981129,0.02461538461513215,0.6275129074872212,0.6014763118380027,0.20990359333917616,0.20923076923076922,0.20956663625257452
120_229_587,0.011102886750472963,0.02196192855116703,0.038167938930326516,0.015416238437662731,0.7112953441845631,0.6894101515796646,0.19806763285024154,0.19835560123329907,0.19821150744927882
120_229_588,0.005135730007299078,0.0102189741728397,0.019021739129917888,0.006986027944042055,0.6717587001281419,0.6458572630743795,0.18503289473684212,0.20159680638722555,0.19296003169068915
120_229_589,0.007199424046024483,0.014295921553280582,0.024752475246912067,0.0100502512561804,0.5091291116275238,0.48283246323225,0.18228752978554408,0.207035175879397,0.19387479472043276
120_229_58,0.0,0.0,0.0,0.0,1.502601283973338,1.5667365364084622,0.02626641651031895,0.02110022607385079,0.023401583024377927
120_229_590,0.0034965034964790456,0.006968636681336816,0.010504201680451592,0.0052137643377975626,0.5001741155386574,0.4936602533174191,0.16642806012884753,0.21063607924921793,0.18594053091716597
120_229_591,0.0040106951871389665,0.007989342989314663,0.011428571428353742,0.006141248720510325,0.5104042552403185,0.5152185416303484,0.1671891327063741,0.218014329580348,0.18924869219750487
120_229_592,0.005218525766436931,0.010382863754367283,0.01509433962235671,0.007912957467775341,0.4650110643608677,0.4358491118614618,0.18720217835262082,0.2551928783382789,0.21597285468094873
120_229_593,0.007338225483606817,0.014569531875638453,0.020833333332938762,0.011201629327788171,0.4831129477403143,0.43584911186146025,0.20526855969893945,0.269857433808554,0.23317286931469805
120_229_594,0.011818778726120692,0.02336144911716649,0.03441682600316603,0.01768172887998348,0.5049723648907348,0.5082352941176471,0.20809050394240658,0.25343811394891946,0.22853648360145362
120_229_595,0.01075949367081798,0.021289914077468535,0.030852994554793955,0.016252390057206002,0.50689276815892,0.5401365321518286,0.20471667212577793,0.23422562141491396,0.218479236819371
120_229_596,0.011313639220544855,0.02237414085648681,0.03157894736786704,0.01732435033669563,0.5056021990976677,0.5880937420890316,0.21919628030554633,0.23676612127045235,0.2276426817968296
120_229_597,0.009126466753525903,0.01808785088303595,0.027504911590815227,0.013474494706318823,0.5151954721389209,0.5944459576929918,0.23388640714741543,0.2531280076997113,0.2431270913088564
120_229_598,0.009936124911214081,0.019676735342286863,0.036458333332383894,0.013474494706318823,0.48246977059349005,0.6352941176470588,0.24991624790619765,0.25409047160731474,0.2519860691309038
120_229_599,0.011764705882266437,0.023255810210428964,0.04664723031933973,0.01548886737642315,0.492455752928327,0.628947425528169,0.25106232294617564,0.24104549854791868,0.24595195982726695
120_229_59,0.0,0.0,0.0,0.0,1.4449132565665312,1.5249887630440386,0.018658055256548258,0.030460624071322436,0.023141334382031056
120_229_600,0.023721275018356403,0.046343225780498126,0.09221902017025305,0.030947775628327394,0.5695403189762086,0.628947425528169,0.2811230144070927,0.2524177949709865,0.26599820982750716
120_229_601,0.021772939346642515,0.04261795674105614,0.08749999999726563,0.02816901408422365,0.685065372336428,0.6063497831476815,0.27913076058448855,0.24849094567404426,0.262921197240365
120_229_602,0.01684532924948817,0.03313252646197783,0.06874999999785156,0.021825396825180303,0.6977499394909511,0.718050309163293,0.2712922173274596,0.24503968253968253,0.2574985490496321
120_229_603,0.01784386617087105,0.03506208560432143,0.0771704180039495,0.022684310018689185,0.8483984577032868,0.9975923201268012,0.2562937062937063,0.24102079395085066,0.24842272366088203
120_229_604,0.02575423105205479,0.05021520436017063,0.10355029585492455,0.03314393939362553,0.8665462197163691,1.0642916840422387,0.2562011552837241,0.22916666666666666,0.24193100938144216
120_229_605,0.026190476190268333,0.051044080115273796,0.11702127659159499,0.032640949554573286,0.8064064741345542,0.9391788714218652,0.25763081395348836,0.2314540059347181,0.24384188712369967
120_229_606,0.022239263803510437,0.04351087419783707,0.09539473683896728,0.028182701651815526,0.7581702305684836,0.8707965952567329,0.26654343807763403,0.22837706511175898,0.24598862439825225
120_229_607,0.023993808049349894,0.04686318602888972,0.09597523219517104,0.03099999999969,0.7283849120452452,0.6984222663572415,0.25776173285198556,0.235,0.24585515454032178
120_229_608,0.02483069977407953,0.04845814597456478,0.09482758620417162,0.0325443786979039,0.7318923754823854,0.7098411673835925,0.2548877624909486,0.22386587771203156,0.23837174982958217
120_229_609,0.023449319213135787,0.04582409079728145,0.08959537571995389,0.0307845084406079,0.7749288148762428,0.7728278124455217,0.24190064794816415,0.21449851042701093,0.22737696407701125
120_229_60,0.0,0.0,0.0,0.0,1.6178725144174386,1.57615401601899,0.016660355925785686,0.03492786636294609,0.022559822638546348
120_229_610,0.024175824175647065,0.047210296456843444,0.08638743455271237,0.03248031496031023,0.8646725945369736,0.9282360819797815,0.24917309812568908,0.22440944881889763,0.23614382240613535
120_229_611,0.023168908818959874,0.04528852790499888,0.08635097492795679,0.0306930693066268,0.9189305929261711,1.1822965836251103,0.24120603015075376,0.20495049504950494,0.22160516046742929
